vlr_latitude,vlr_longitude,cod_munic,cod_cnes,nom_estab,dsc_endereco,dsc_bairro,dsc_cidade,dsc_telefone,dsc_estrut_fisic_ambiencia,dsc_adap_defic_fisic_idosos,dsc_equipamentos,dsc_medicamentos
-29.4901156425468,-51.3571357727036,430235,2236885,ESF SEDE,GUILHERME WINTER,CENTRO,Bom Princípio,5136341190,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-23.6287915706628,-50.0261163711533,412780,3123065,POSTO DE SAUDE DO SAPE,RUA PRINCIPAL,SAPE,Tomazina,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-22.5620877742761,-47.1594357490526,350380,2092689,USF BOM JARDIM ARTUR NOGUEIRA,JUVENAL SIMOES,BOM JARDIM,Artur Nogueira,1938274550,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-22.7903115749353,-43.3738088607776,330510,2284030,UNIDADE DE SAUDE DA FAMILIA VILA ROSALI,AV SALOMAO FERREIRA,VILA ROSALY,São João de Meriti,2137564788,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-21.1377060413354,-44.2634654045092,316250,2173263,PROJETO MULHER,ROSSINI BACCARINI,TEJUCO,São João del Rei,3233732760,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-10.6329524517056,-37.0755314826955,280610,2477068,POSTO DE SAUDE M ZENAIDE,POV SIRIRIZINHO,POV SIRIRIZINHO,Rosário do Catete,(79)32742096,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-9.28607583045932,-40.5065703392017,261110,3132366,UPS N 7,CENTRO COMERCIAL DO N7,PSNC N7,Petrolina,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-27.5596761703483,-53.1806945800766,431344,2228440,POSTO SAUDE NOVO TIRADENTES,AV JOSE BORTOLINI,CENTRO,Novo Tiradentes,5537971097,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média,Desempenho acima da média
-21.1950409412378,-43.6404848098742,310560,2098709,UBS SENHORA DAS DORES,RUA MANOEL PEDRO,SENHORA DAS DORES,Barbacena,3233938086,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-5.02723217010483,-42.4546909332263,220040,2367483,PS DO BACURIZEIRO,RUA ALFREDO ROSA,BACURIZEIRO,Altos,(86)2621137,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
0.805134773254371,-51.9796657562241,160015,2021242,PMPBA UBS AGUA FRIA,COMUNIDADE AGUA FRIA,AGUA FRIA,Pedra Branca do Amapari,(96)3221212,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-8.838458061218,-69.259614944456,120034,2000954,CENTRO DE SAUDE INACIO RIBEIRO DA SILVA,RUA VALERIO G DE MAGALHAES,CENTRO,Manoel Urbano,(68) 6111363,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-21.3601362705225,-46.1398959159838,310430,3243613,PSF DO BAIRRO DO ROSARIO,AV TRAJANO VIRGILIO FRANCO,ROSARIO,Areado,3532932868,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-15.464329719543,-47.6136946678148,521760,2438585,UNIDADE BASICA DE SAUDE 02 QDA04 SUL,QDA 04 MR12,SETOR SUL,Planaltina,(61)6371273,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-23.1955504417413,-52.494757175444,412670,2754576,NIS II TAMBOARA,AVN PARANA,CENTRO,Tamboara,4434601527,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média,Desempenho muito acima da média
-23.6302399635308,-46.443586349486,355030,2787873,UBS JARDIM SANTO ANDRE,MIGUEL FERREIRA DE MELO R,JARDIM SANTO ANDRE,São Paulo,1127514339,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média
-28.2813942432395,-49.151823520659,420280,2385260,PROGRAMA SAUDE DA FAMILIA PSF FLORESTA,RUA WALDEMAR JOAO PAULINO,FLORESTA,Braço do Norte,4899844827,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média
-20.3143537044519,-43.5780858993518,314610,2163608,OURO PRETO UNIDADE DE VIGILANCIA SAUDE SAO BARTOLOMEU,RUA CARMO,SAO BARTOLOMEU,Ouro Preto,(31)35510084,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-22.748125791549,-50.5790162086472,355395,5655730,PSF VILA DOS PASSAROS TARUMA,AVENIDA ARAPONGAS,JARDIM DOS PASSAROS,Tarumã,1833292565,Desempenho acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-24.516023397445,-54.1201758384689,411460,2783258,POSTO DE SAUDE DE NOVO HORIZONTE,RUA JANUARIO TRENTO,NOVO HORIZONTE,Marechal Cândido Rondon,4532846018,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-14.5311141014095,-49.1406226158128,522160,2358794,PSF 3 SETOR SAO VICENTE URUACU,R SAO PAULO ESQ C RIO GRANDE DO NORTE,SAO VICENTE,Uruaçu,6233571069,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média
-26.7997097969047,-52.6245975494369,421055,2410982,UNIDADE SANITARIA SEDE DE MAREMA,RUA VOLUNTARIOS DA PATRIA,CENTRO,Marema,4933540022,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho muito acima da média
-21.1861038208002,-44.9138259887682,313040,3224910,CENTRO DE SAUDE CECILIA MOREIRA PAIXAO,AV LUIS GONZAGA VILAS BOAS,SERRA DE IJACI,Ijaci,3538431216,Desempenho acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-7.95101165771461,-35.3869843482961,260540,3268012,PSF FIRMINO AFONSO,RUA URBANO BARBOSA,CENTRO,Feira Nova,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-25.195,-51.993,410865,2741490,POSTO DE SAUDE JACUTINGA,ZONA RURAL,ZONA RURAL,Goioxim,(42)6561098,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-23.5162889957421,-46.4271068572985,355030,4050207,UBS V NOVA CURUCA,RUA NARCEJA,SAO MIGUEL PAULISTA,São Paulo,1125152990,Desempenho acima da média,Desempenho acima da média,Desempenho acima da média,Desempenho muito acima da média
-23.4727621078484,-53.0853366851791,411720,2737299,CENTRO DE SAUDE DE NOVA OLIMPIA,RUA MINAS GERAIS,CENTRO,Nova Olímpia,4436851365,Desempenho acima da média,Desempenho muito acima da média,Desempenho acima da média,Desempenho muito acima da média
-10.6634438037869,-68.4896492958049,120070,2001934,UNIDADE DE SAUDE DA FAMILIA JOSE RAIMUNDO DE MELO,RUA DO AEROPORTO,CENTRO,Xapuri,35422140,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média
-12.4975437594966,-41.294421850872,291930,2483696,UNIDADE DE SAUDE DA FAMILIA OTAVIANO ALVES,DIST CEL OTAVIANO ALVES,CENTRO,Lençóis,(75) 3341946,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média
-8.63339781761144,-36.9262719154347,261080,2633353,PS ANTONIO TENORIO DA SILVA,SITIO PANELAS,ZONA RURAL,Pedra,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-5.13404846191391,-38.240189552306,230870,2563975,POSTO DE SAUDE DE PEDRAS,RUA JOAO MONTEIRO,PEDRAS,Morada Nova,4221449,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-14.6638083457943,-57.3600482940657,510795,2472333,POSTO DE SAUDE DE PROGRESSO,RUA SIMIAO GANCALVES DE OLIVEIRA,DISTRITO DE PROGRESS,Tangará da Serra,6533271257,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-24.714,-53.743,412770,4056973,UBS JARDIM CONCORDIA,R HENRIQUE BOMBARDELLI,JD CONCORDIA,Toledo,4532785130,Desempenho acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-7.09524750709513,-34.8646831512441,250750,2755971,UNIDADE DO PSF MANDACARU II,R GERALDO CUNHA LIMA,ALTO DO CEU,João Pessoa,(83) 3214-7128,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-14.7722768783565,-39.2649006843555,291480,2470527,UBS ALBERTO TEIXEIRA BARRETO,RUA SANTA RITA,CALIFORNIA,Itabuna,(73)6136801,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-28.8148534297935,-52.4847364425644,432080,2246635,ESF PRIMAVERA SOLEDADE,RUA NEI VILAS BOAS,BOTUCARAI,Soledade,5433815924,Desempenho acima da média,Desempenho muito acima da média,Desempenho acima da média,Desempenho acima da média
-14.9245941638942,-42.8122615814197,312430,2105349,CENTRO DE SAUDE SAO CRISTOVAO,RUA SAO VICENTE DE PAULO,SAO CRISTOVAO,Espinosa,(38)38121208,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-12.7432394027706,-38.6147117614735,291992,5221269,UNIDADE DE SAUDE DA FAMILIA DO ALTO DA MATRIZ,RUA DA INTENDENCIA,CENTRO,Madre de Deus,7136044290,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-27.4073803424827,-52.0388674736008,431190,2248514,POSTO DE SAUDE CORONEL TEIXEIRA MARCELINO RAMOS,RUA PRINCIPAL,CORONEL TEIXEIRA,Marcelino Ramos,5433721430,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-8.03947091102577,-34.950213432311,261160,5320380,US 337 PSF SITIO WANDERLEY,RUA ANTONIO ROMAO,BRASILIT,Recife,33556230,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-3.37677240371694,-40.6239223480213,230880,2725061,POSTO DE SAUDE DE GOIANA,DISTRITO DE GOIANA,GOIANA,Moraújo,36423002,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-12.4372100830075,-38.9486789703358,292930,2523221,USF DA ESTACAO,RUA ANIBAL PEDREIRA,CENTRO,São Gonçalo dos Campos,Não se aplica,Desempenho acima da média,Desempenho acima da média,Desempenho acima da média,Desempenho acima da média
-8.34254980087256,-36.4097642898549,260170,2436396,ESFSB M1 COHAB I 02 NOSSA SRA DA SAUDE,R 15 DE NOVEMBRO,COHAB I,Belo Jardim,(81)37268720,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-26.721,-48.933,421000,2702665,POSTO DE SAUDE DE CANOAS,ESTRADA GERAL,RIO CANOAS,Luiz Alves,(47)3771355,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-7.13000893592814,-34.9594402313222,251370,5339545,UNIDADE DE PSF JOSE ALVES DE MELO,RUA TRANCREDO NEVES,VARZEA NOVA,Santa Rita,(83) 30499500,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-19.8602449893946,-43.8628935813891,315670,2198428,SABARA CENTRO DE SAUDE NOSSA SENHORA DE FATIMA,RUA RIO VERDE,NOSSA SR DE FATIMA,Sabará,3136722273,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-1.60285592079158,-47.6125788688646,150760,5328659,POSTO DE SAUDE SERRARIA BOA VISTA,SERRARIA BOA VISTA,ZONA RURAL,São Miguel do Guamá,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-7.59902000427224,-72.683401107786,120020,2000202,UNIDADE DE SAUDE DA FAM SENADOR ADALBERTO SENA,AVENIDA 25 DE AGOSTO,AEROPORTO VELHO,Cruzeiro do Sul,(68) 3225968,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-22.7723407745355,-43.6612558364855,330555,2293226,UNIDADE BASICA DE SAUDE ALCIDES TELLES DA CONCEICAO INCRA,RUA CINCO DE JULHO,INCRA,Seropédica,2126829140,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-22.8574204444879,-43.6737871170031,330555,2293250,UNIDADE BASICA DE SAUDE MARIA ANTONIA DE BRITO,EST DO CORTUME,CANTO DO RIO,Seropédica,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média
-8.3900141716001,-48.4854769706712,170360,2469197,UNIDADE DE SAUDE DA FAMILIA DE BRASILANDIA,AV ANTONIO MATEUS,CENTRO,Brasilândia do Tocantins,6334611155,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média,Desempenho acima da média
-21.6794586181634,-42.185740470885,330015,2295466,P S ANTONIO FERREIRA DA LUZ JUNIOR,BARRA DE STA LUZIA,ZONA RURAL,Aperibé,(22)38641699,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-25.9441387653343,-49.4025564193711,412120,5410347,MINI POSTO RIO DA VARZEA,RUA PRINCIPAL,RIO DA VARZEA,Quitandinha,41362311516,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-31.3021731376639,-54.0797066688522,430160,5548918,UNIDADE BASICA MALAFAIA,RUA ODILON ALVARES,MALAFAIA,Bagé,5332423016,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-22.4785530567163,-43.6519861221301,330180,5536502,POSTO DE SAUDE DE PALMAS,ESTRADA DE PALMAS,PALMAS,Engenheiro Paulo de Frontin,2424681114,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-7.8699982166288,-38.7584996223438,261350,5524997,UNIDADE DE SAUDE DA FAMILIA DA VILA DELMIRO,RUA ELVIRA PEREIRA DE BARROS,VILA DELMIRO,São José do Belmonte,Não se aplica,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-16.63482427597,-49.5164966583238,522140,2769204,UNIDADE DE SAUDE DA FAMILIA VIDA NOVA TRINDADE,RUA MURILO TIBERY AREA PUBLICA,SETOR NOVA VIDA,Trindade,6235057486,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-22.7251660823815,-44.128882884978,330440,6232205,CENTRO DE SAUDE DE RIO CLARO,RUA VICENTE PANAINO,GUARITA,Rio Claro,2433321717,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-19.9513542652124,-44.3449187278735,313665,6228747,JUATUBA UNIDADE BASICA DE SAUDE SATELITE E CIDADE NOVA I,RUA JOAO SALIBA,CENTRO,Juatuba,3135358496,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-6.2362325191496,-42.6742458343494,220880,6308538,UBS BURITIZINHO,RUA DOUTOR RAIMUNDO CAMPOS,BURITIZINHO,Regeneração,86 32931385,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média
-9.48923707008334,-44.5853090286242,220870,2404591,UNID DA FAMILIA DA PLANALTINA,RUA DO FERREIRO,PLANALTINA,Redenção do Gurguéia,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
3.84697437286366,-51.8279814720139,160050,5312590,PMOPQ UBS NOVA ESPERANCA,RUA LELIO SILVA,NOVA ESPERANCA,Oiapoque,Não se aplica,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-4.39225673675524,-44.9960732460009,210207,6146414,JOAQUIM INACIO BEZERRA OLHO DAGUA DOS MIRANDAS,OLHO DAGUA DOS MIRANDAS,POVOADO,Bom Lugar,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-8.96359920501683,-37.3775053024281,260750,6131697,PSF LAGOA COMPRIDA,POVOADO DE LAGOA COMPRIDA,RURAL,Itaíba,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-20.0087749958033,-42.0021700859058,316760,6098495,ESF VARGEM GRANDE,CORREGO VARGEM GRANDE,ZONA RURAL,Simonésia,3333361223,Desempenho acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média
-5.14823198318467,-38.099169731139,230760,2552175,POSTO DE SAUDE ANTONIO HOLANDA DE OLIVEIRA,RUA CAMILO BRASILIENSE,CENTRO,Limoeiro do Norte,4234190,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-5.21690726280197,-35.6192207336415,241440,6139280,PSF BAIXA DO QUINQUIM,RUA PRINCIPAL,DISTRO DA BAIXA,Touros,842632300,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-5.29773831367477,-36.7614769935597,240070,5170745,CENTRO DE SAUDE DA FAMILIA II,RUA CHICO BRAZ,SAO FRANCISCO,Alto do Rodrigues,8491711137,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-25.2387392520897,-49.1853618621812,410580,21911,CENTRO DE SAUDE BACAETAVA,ESTRADA DAS GRUTAS,BACAETAVA,Colombo,4136565333,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-23.8527560234063,-46.7152404785143,355030,6332463,UBS JARDIM SILVEIRA,RUA BATISTA FALCIDIO,SILVEIRA,São Paulo,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-23.8416624069207,-46.7371273040758,355030,6332528,UBS VILA ROSCHEL,RUA ALICE BASTIDE,VILA ROSCHEL,São Paulo,1159202604,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-12.9727775236596,-39.2739974309191,292870,3553183,USF DO AMPARO,R SAO BARTOLOMEU,AMPARO,Santo Antônio de Jesus,7536324390,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-2.65264034271233,-43.610186576842,210500,2462060,POSTO DE SAUDE DO POVOADO FLEXEIRAS,POVOADO FLEXEIRA,FLEXEIRAS,Humberto de Campos,Não se aplica,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-6.85364484786967,-45.1665329933153,210610,2529629,POSTO DE SAUDE BURITIRANA,BURITIRANA,CENTRO,Loreto,(99) 35449027,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-3.67161154746999,-45.6333875656115,211227,2463520,CENTRO DE SAUDE DE TUFILANDIA,RUA DO COMERCIO,BAIRRO NOVO,Tufilândia,(98)3684-1026,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-16.3166499137874,-48.9672446250901,520110,2371502,PSF SAO LOURENCO,RUA 1 ESSQUINA COM RUA 20,SAO LOURENCO,Anápolis,6239021689,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-7.7877616882322,-41.1300444602954,220515,3579255,CENTRO DE SAUDE EMILIA DE JESUS,RUA PRINCIPAL,JUAZEIRO DO SECUNDO,Jacobina do Piauí,(89)34881214,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-2.91189193725577,-41.7582821845996,220770,3651843,PS DO PINDORAMA,RUA CAIAPOS,PINDORAMA,Parnaíba,8633238295,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-20.101,-40.53,320450,2522764,US DE LUXEMBURGO STA LEOPOLDINA,ZONA RURAL,LUXEMBURGO,Santa Leopoldina,(27)32661103,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-10.6657183170316,-39.7476983070362,291700,2823098,PSF DE ROMULO CAMPOS,POVOADO DE ROMULO CAMPOS,ZONA RURAL,Itiúba,(74)5461506,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média
-7.49462842941262,-35.8381533622731,250625,3702464,ESF ANTONIO PAULINO DA SILVA,SITIO CARACOLZINHO,ZONA RURAL,Gado Bravo,Não se aplica,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-26.2610793113701,-49.5353794097886,421500,3712397,UNIDADE DE SAUDE QUITANDINHA,RUA DONA FRANCISCA,QUITANDINHA,Rio Negrinho,4736447283,Desempenho acima da média,Desempenho acima da média,Desempenho acima da média,Desempenho acima da média
-6.66637301444988,-36.2900519371022,251140,5499372,POSTO DE SAUDE ODILON DE OLIVEIRA,SITIO CABORE,ZONA RURAL,Picuí,8333712827,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-19.519,-41.016,320080,3538095,USF OPERARIO,RUA FERNANDO PAIVA,OPERARIO,Baixo Guandu,(27)73734510,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-7.26160883903482,-64.7922778129559,130240,3793974,CENTRO DE SAUDE RAIMUNDO DOMINGOS DE SOUZA,RUA 22 DE AGOSTO,BARRA LIMPA,Lábrea,Não se aplica,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-2.9506015777587,-45.6639003753649,210087,2530228,CENTRO DE SAUDE DE ARAGUANA,RUA DA ASSEMBLEIA DE DEUS,CENTRO,Araguanã,Não se aplica,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-21.6154289245599,-55.1695847511275,500540,2470640,CENTRO DE SAUDE OLIVIO FERREIRA DE LIMA,RUA TEOFANES BARBOSA DE MORAES,PARAGUAI,Maracaju,6734544874,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-22.9463303089135,-45.4576706886278,353800,2024128,UNIDADE DE SAUDE DA FAMILIA JARDIM IMPERIAL PINDAMONHANGABA,RUA BENEDITO FORASTIERI,JARDIM IMPERIAL,Pindamonhangaba,1236481219,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,Desempenho acima da média,Desempenho acima da média
-7.52759814262368,-46.062304973601,210140,2450348,U S F NOVA ACUCENA,RUA JOSEFA GUEDES,NOVA ACUCENA,Balsas,Não se aplica,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
